opcode,obf,real,dir,declared_len,field_idx,field_name,type,bytes,note
5109,ahJ,ItemExchangeCardAddedMessage,C2S,8,0,,i64,8,
5110,asH,ItemExchangeCardRemovedMessage,S2C,,0,,i64,8,
5110,asH,ItemExchangeCardRemovedMessage,S2C,,1,,i8,1,
5110,asH,ItemExchangeCardRemovedMessage,S2C,,2,,i16,2,
5111,any,ItemExchangeEndMessage,C2S,8,0,,i64,8,
5112,aaz_1,ItemExchangeUserReadyMessage,S2C,,0,,i64,8,
5112,aaz_1,ItemExchangeUserReadyMessage,S2C,,1,,i8,1,
5112,aaz_1,ItemExchangeUserReadyMessage,S2C,,2,,i16,2,
5113,Or,,S2C,,0,,i8,1,
5113,Or,,S2C,,1,,i64,8,
5114,aqX,,S2C,,0,,i8,1,
5114,aqX,,S2C,,1,,i64,8,
5116,dl_0,,S2C,,0,,i64,8,
5116,dl_0,,S2C,,1,,i8,1,
5200,air_2,CoachInventoryUpdateMessage,S2C,,0,,i16,2,"contains loop/collection - variable-length, verify source"
5200,air_2,CoachInventoryUpdateMessage,S2C,,1,,i16,2,"contains loop/collection - variable-length, verify source"
5200,air_2,CoachInventoryUpdateMessage,S2C,,2,,i16,2,"contains loop/collection - variable-length, verify source"
5200,air_2,CoachInventoryUpdateMessage,S2C,,3,,i16,2,"contains loop/collection - variable-length, verify source"
5200,air_2,CoachInventoryUpdateMessage,S2C,,4,,i16,2,"contains loop/collection - variable-length, verify source"
5200,air_2,CoachInventoryUpdateMessage,S2C,,5,,i16,2,"contains loop/collection - variable-length, verify source"
5200,air_2,CoachInventoryUpdateMessage,S2C,,6,,i16,2,"contains loop/collection - variable-length, verify source"
5200,air_2,CoachInventoryUpdateMessage,S2C,,7,,i16,2,"contains loop/collection - variable-length, verify source"
5200,air_2,CoachInventoryUpdateMessage,S2C,,8,,i32,4,"contains loop/collection - variable-length, verify source"
5201,aEl,CoachEquipmentUpdateRequestMessage,C2S,56,0,,i32,4,"contains loop/collection - variable-length, verify source"
5202,yz_2,CoachEquipmentUpdateMessage,S2C,,0,,i64,8,
5202,yz_2,CoachEquipmentUpdateMessage,S2C,,1,,i16,2,
5203,fh_0,CoachInventoryUpdateRequestMessage,C2S,2 + 8 * this.aVl.size(,0,,i16,2,"contains loop/collection - variable-length, verify source"
5203,fh_0,CoachInventoryUpdateRequestMessage,C2S,2 + 8 * this.aVl.size(,1,,i64,8,"contains loop/collection - variable-length, verify source"
5203,fh_0,CoachInventoryUpdateRequestMessage,C2S,2 + 8 * this.aVl.size(,2,,i16,2,"contains loop/collection - variable-length, verify source"
5204,ajm_2,,C2S,4,0,,i32,4,
5300,yg,,C2S,,,(no fields / empty),,,
5301,axZ,,?,,,(no fields / empty),,,
5400,aOo,,C2S,6 + this.bts.size(,0,,i32,4,"contains loop/collection - variable-length, verify source"
5400,aOo,,C2S,6 + this.bts.size(,1,,i16,2,"contains loop/collection - variable-length, verify source"
5400,aOo,,C2S,6 + this.bts.size(,2,,i32,4,"contains loop/collection - variable-length, verify source"
5400,aOo,,C2S,6 + this.bts.size(,3,,i16,2,"contains loop/collection - variable-length, verify source"
5400,aOo,,C2S,6 + this.bts.size(,4,,i32,4,"contains loop/collection - variable-length, verify source"
5400,aOo,,C2S,6 + this.bts.size(,5,,i16,2,"contains loop/collection - variable-length, verify source"
5401,NN,,S2C,,0,,i8,1,"contains loop/collection - variable-length, verify source"
5401,NN,,S2C,,1,,i32,4,"contains loop/collection - variable-length, verify source"
5401,NN,,S2C,,2,,i16,2,"contains loop/collection - variable-length, verify source"
5403,mj_1,,S2C,,0,,i8,1,"contains loop/collection - variable-length, verify source"
5403,mj_1,,S2C,,1,,i8,1,"contains loop/collection - variable-length, verify source"
5403,mj_1,,S2C,,2,,i8,1,"contains loop/collection - variable-length, verify source"
5403,mj_1,,S2C,,3,,i32,4,"contains loop/collection - variable-length, verify source"
5450,mo_2,,C2S,6 + this.bts.size(,0,,i32,4,"contains loop/collection - variable-length, verify source"
5450,mo_2,,C2S,6 + this.bts.size(,1,,i16,2,"contains loop/collection - variable-length, verify source"
5450,mo_2,,C2S,6 + this.bts.size(,2,,i32,4,"contains loop/collection - variable-length, verify source"
5470,Zu,,C2S,6 + this.cdf.length * 6,0,,i16,2,"contains loop/collection - variable-length, verify source"
5470,Zu,,C2S,6 + this.cdf.length * 6,1,,i16,2,"contains loop/collection - variable-length, verify source"
5470,Zu,,C2S,6 + this.cdf.length * 6,2,,i32,4,"contains loop/collection - variable-length, verify source"
5470,Zu,,C2S,6 + this.cdf.length * 6,3,,i16,2,"contains loop/collection - variable-length, verify source"
5490,ahg_0,,C2S,n3,0,,i32,4,"contains loop/collection - variable-length, verify source"
5490,ahg_0,,C2S,n3,1,,i32,4,"contains loop/collection - variable-length, verify source"
5491,agr_2,,S2C,,0,,i8,1,
5491,agr_2,,S2C,,1,,i32,4,
5491,agr_2,,S2C,,2,,i32,4,
5491,agr_2,,S2C,,3,,i32,4,
6000,aiy_2,CreationFighterInformationMessage,S2C,,0,,i8,1,
6000,aiy_2,CreationFighterInformationMessage,S2C,,1,,i64,8,
6000,aiy_2,CreationFighterInformationMessage,S2C,,2,,i64,8,
6000,aiy_2,CreationFighterInformationMessage,S2C,,3,,i16,2,
6000,aiy_2,CreationFighterInformationMessage,S2C,,4,,i8,1,
6000,aiy_2,CreationFighterInformationMessage,S2C,,5,,i16,2,
6001,aNb,CreateFighterInformationRequestMessage,C2S,3 + byArray.length + 2,0,,i8/bytes,0,
6001,aNb,CreateFighterInformationRequestMessage,C2S,3 + byArray.length + 2,1,,i16,2,
6001,aNb,CreateFighterInformationRequestMessage,C2S,3 + byArray.length + 2,2,,i16,2,
6001,aNb,CreateFighterInformationRequestMessage,C2S,3 + byArray.length + 2,3,,i8/bytes,0,
6002,DQ,DeletionFighterInformationMessage,S2C,,0,,i8,1,
6002,DQ,DeletionFighterInformationMessage,S2C,,1,,i64,8,
6002,DQ,DeletionFighterInformationMessage,S2C,,2,,i64,8,
6003,ot_2,DeleteFighterInformationRequestMessage,C2S,10,0,,i64,8,
6003,ot_2,DeleteFighterInformationRequestMessage,C2S,10,1,,i16,2,
6006,jt_2,FighterInformationListMessage,S2C,,0,,i64,8,"contains loop/collection - variable-length, verify source"
6006,jt_2,FighterInformationListMessage,S2C,,1,,i8,1,"contains loop/collection - variable-length, verify source"
6006,jt_2,FighterInformationListMessage,S2C,,2,,i64,8,"contains loop/collection - variable-length, verify source"
6006,jt_2,FighterInformationListMessage,S2C,,3,,i16,2,"contains loop/collection - variable-length, verify source"
6010,nl_1,UpdatedFighterInformationInventoryMessage,S2C,,0,,i64,8,
6010,nl_1,UpdatedFighterInformationInventoryMessage,S2C,,1,,i8,1,
6010,nl_1,UpdatedFighterInformationInventoryMessage,S2C,,2,,i16,2,
6010,nl_1,UpdatedFighterInformationInventoryMessage,S2C,,3,,i16,2,
6011,bp_1,UpdateFighterInventoryRequestMessage,C2S,12 + byArray.length + 2 + byArray2.length,0,,i64,8,
6011,bp_1,UpdateFighterInventoryRequestMessage,C2S,12 + byArray.length + 2 + byArray2.length,1,,i16,2,
6011,bp_1,UpdateFighterInventoryRequestMessage,C2S,12 + byArray.length + 2 + byArray2.length,2,,i16,2,
6011,bp_1,UpdateFighterInventoryRequestMessage,C2S,12 + byArray.length + 2 + byArray2.length,3,,i8/bytes,0,
6011,bp_1,UpdateFighterInventoryRequestMessage,C2S,12 + byArray.length + 2 + byArray2.length,4,,i16,2,
6011,bp_1,UpdateFighterInventoryRequestMessage,C2S,12 + byArray.length + 2 + byArray2.length,5,,i8/bytes,0,
6013,qp_1,,C2S,20,0,,i64,8,
6013,qp_1,,C2S,20,1,,i16,2,
6013,qp_1,,C2S,20,2,,i16,2,
6013,qp_1,,C2S,20,3,,i64,8,
6014,aoi,,S2C,,0,,i8,1,
6014,aoi,,S2C,,1,,i64,8,
6014,aoi,,S2C,,2,,i16,2,
6014,aoi,,S2C,,3,,i16,2,
6014,aoi,,S2C,,4,,i64,8,
6014,aoi,,S2C,,5,,i64,8,
6020,aic_0,SaveTeamPresetMessage,S2C,,0,,i8,1,"contains loop/collection - variable-length, verify source"
6020,aic_0,SaveTeamPresetMessage,S2C,,1,,i64,8,"contains loop/collection - variable-length, verify source"
6020,aic_0,SaveTeamPresetMessage,S2C,,2,,i8,1,"contains loop/collection - variable-length, verify source"
6021,aqH,SaveTeamPresetRequestMessage,C2S,byArray.length + 1,0,,i8/bytes,0,
6022,agH,DeletionTeamPresetMessage,S2C,,0,,i8,1,
6022,agH,DeletionTeamPresetMessage,S2C,,1,,i16,2,
6023,aad_1,DeleteTeamPresetRequestMessage,C2S,12,0,,i64,8,
6023,aad_1,DeleteTeamPresetRequestMessage,C2S,12,1,,i16,2,
6023,aad_1,DeleteTeamPresetRequestMessage,C2S,12,2,,i16,2,
6024,ir_0,,C2S,1 + byArray.length + 8 + 8,0,,i8/bytes,0,
6024,ir_0,,C2S,1 + byArray.length + 8 + 8,1,,i8/bytes,0,
6024,ir_0,,C2S,1 + byArray.length + 8 + 8,2,,i64,8,
6024,ir_0,,C2S,1 + byArray.length + 8 + 8,3,,i64,8,
6025,dy_2,,S2C,,0,,i8,1,
6025,dy_2,,S2C,,1,,i8,1,
6025,dy_2,,S2C,,2,,i64,8,
6025,dy_2,,S2C,,3,,i64,8,
6026,abB,,C2S,2 + byArray.length + 8 + 8 + 2,0,,i8/bytes,0,
6026,abB,,C2S,2 + byArray.length + 8 + 8 + 2,1,,i8/bytes,0,
6026,abB,,C2S,2 + byArray.length + 8 + 8 + 2,2,,i8/bytes,0,
6026,abB,,C2S,2 + byArray.length + 8 + 8 + 2,3,,i64,8,
6026,abB,,C2S,2 + byArray.length + 8 + 8 + 2,4,,i64,8,
6026,abB,,C2S,2 + byArray.length + 8 + 8 + 2,5,,i16,2,
6027,lk_0,,S2C,,,(no fields / empty),,,
6028,ahh_2,,S2C,,,(no fields / empty),,,
6029,OJ,,S2C,,0,,i8,1,
6030,ar_0,TeamPresetListMessage,S2C,,0,,i8,1,"contains loop/collection - variable-length, verify source"
6030,ar_0,TeamPresetListMessage,S2C,,1,,i8,1,"contains loop/collection - variable-length, verify source"
6030,ar_0,TeamPresetListMessage,S2C,,2,,i64,8,"contains loop/collection - variable-length, verify source"
6030,ar_0,TeamPresetListMessage,S2C,,3,,i8,1,"contains loop/collection - variable-length, verify source"
6031,ys_1,TeamPresetListRequestMessage,C2S,,,(no fields / empty),,,
6032,gd_0,,S2C,,0,,i8,1,"contains loop/collection - variable-length, verify source"
6032,gd_0,,S2C,,1,,i16,2,"contains loop/collection - variable-length, verify source"
6032,gd_0,,S2C,,2,,i8,1,"contains loop/collection - variable-length, verify source"
6200,jD,EffectAreaActionMessage,S2C,,0,apt,i32,4,header:o
6200,jD,EffectAreaActionMessage,S2C,,1,apu,i32,4,header:o
6200,jD,EffectAreaActionMessage,S2C,,2,,i8,1,
6200,jD,EffectAreaActionMessage,S2C,,3,,i64,8,
6200,jD,EffectAreaActionMessage,S2C,,4,,i64,8,
6200,jD,EffectAreaActionMessage,S2C,,5,,i64,8,
8000,aat_2,FightCreationMessage,S2C,,0,,i8,1,
8010,akx_1,StartPresentationMessage,S2C,,,(no fields / empty),,,
8011,au_2,TeamMateSetReadyForPlacementRequestMessage,C2S,,,(no fields / empty),,,
8012,aio_0,TeamMateSetReadyForPlacementMessage,S2C,,0,,i64,8,
8018,akl_1,EndPresentationMessage,S2C,,,(no fields / empty),,,
8020,ut,StartPlacementMessage,S2C,,,(no fields / empty),,,
8021,adn_0,MoveToFreePlacementRequestMessage,C2S,18,0,,i64,8,
8021,adn_0,MoveToFreePlacementRequestMessage,C2S,18,1,,i32,4,
8021,adn_0,MoveToFreePlacementRequestMessage,C2S,18,2,,i32,4,
8021,adn_0,MoveToFreePlacementRequestMessage,C2S,18,3,,i16,2,
8022,lk_2,MoveToFreePlacementMessage,S2C,,0,,i64,8,
8022,lk_2,MoveToFreePlacementMessage,S2C,,1,,i32,4,
8022,lk_2,MoveToFreePlacementMessage,S2C,,2,,i32,4,
8022,lk_2,MoveToFreePlacementMessage,S2C,,3,,i16,2,
8023,auq_0,TeamMateSetReadyForObservationRequestMessage,C2S,,,(no fields / empty),,,
8024,dw_1,TeamMateSetReadyForObservationMessage,S2C,,0,,i64,8,
8028,aaw_0,EndPlacementMessage,S2C,,,(no fields / empty),,,
8030,agp_2,StartObservationMessage,S2C,,,(no fields / empty),,,
8031,nS,TeamMateSetReadyForActionRequestMessage,C2S,,,(no fields / empty),,,
8032,aMC,TeamMateSetReadyForActionMessage,S2C,,0,,i64,8,
8038,aPo,EndObservationMessage,S2C,,,(no fields / empty),,,
8040,tt_0,StartActionMessage,S2C,,,(no fields / empty),,,
8100,jg_1,NewTableTurnBeginMessage,S2C,,0,apt,i32,4,header:o
8100,jg_1,NewTableTurnBeginMessage,S2C,,1,apu,i32,4,header:o
8100,jg_1,NewTableTurnBeginMessage,S2C,,2,,i8,1,
8100,jg_1,NewTableTurnBeginMessage,S2C,,3,,i32,4,
8104,kw_2,FighterTurnBeginMessage,S2C,,0,apt,i32,4,header:o
8104,kw_2,FighterTurnBeginMessage,S2C,,1,apu,i32,4,header:o
8104,kw_2,FighterTurnBeginMessage,S2C,,2,,i64,8,
8105,rC,FighterEndTurnRequestMessage,C2S,8,0,,i64,8,
8106,TJ,FighterTurnEndMessage,S2C,,0,apt,i32,4,header:o
8106,TJ,FighterTurnEndMessage,S2C,,1,apu,i32,4,header:o
8106,TJ,FighterTurnEndMessage,S2C,,2,,i64,8,
8107,sg_2,FighterCardUseRequestMessage,C2S,22,0,,i64,8,
8107,sg_2,FighterCardUseRequestMessage,C2S,22,1,,i32,4,
8107,sg_2,FighterCardUseRequestMessage,C2S,22,2,,i32,4,
8107,sg_2,FighterCardUseRequestMessage,C2S,22,3,,i32,4,
8107,sg_2,FighterCardUseRequestMessage,C2S,22,4,,i16,2,
8108,arn_0,FighterCardUseMessage,S2C,21 (min),0,apt,i32,4,header:o
8108,arn_0,FighterCardUseMessage,S2C,21 (min),1,apu,i32,4,header:o
8108,arn_0,FighterCardUseMessage,S2C,21 (min),2,,i64,8,
8108,arn_0,FighterCardUseMessage,S2C,21 (min),3,,i32,4,
8108,arn_0,FighterCardUseMessage,S2C,21 (min),4,,i8,1,
8108,arn_0,FighterCardUseMessage,S2C,21 (min),5,,i8,1,
8108,arn_0,FighterCardUseMessage,S2C,21 (min),6,,i32,4,
8108,arn_0,FighterCardUseMessage,S2C,21 (min),7,,i32,4,
8108,arn_0,FighterCardUseMessage,S2C,21 (min),8,,i16,2,
8109,mc_2,SpellCastRequestMessage,C2S,22,0,,i64,8,
8109,mc_2,SpellCastRequestMessage,C2S,22,1,,i32,4,
8109,mc_2,SpellCastRequestMessage,C2S,22,2,,i32,4,
8109,mc_2,SpellCastRequestMessage,C2S,22,3,,i32,4,
8109,mc_2,SpellCastRequestMessage,C2S,22,4,,i16,2,
8110,axn_0,SpellCastMessage,S2C,21 (min),0,apt,i32,4,header:o
8110,axn_0,SpellCastMessage,S2C,21 (min),1,apu,i32,4,header:o
8110,axn_0,SpellCastMessage,S2C,21 (min),2,,i64,8,
8110,axn_0,SpellCastMessage,S2C,21 (min),3,,i32,4,
8110,axn_0,SpellCastMessage,S2C,21 (min),4,,i8,1,
8110,axn_0,SpellCastMessage,S2C,21 (min),5,,i8,1,
8110,axn_0,SpellCastMessage,S2C,21 (min),6,,i32,4,
8110,axn_0,SpellCastMessage,S2C,21 (min),7,,i32,4,
8110,axn_0,SpellCastMessage,S2C,21 (min),8,,i16,2,
8111,aso_0,CloseCombatRequestMessage,C2S,18,0,,i64,8,
8111,aso_0,CloseCombatRequestMessage,C2S,18,1,,i32,4,
8111,aso_0,CloseCombatRequestMessage,C2S,18,2,,i32,4,
8111,aso_0,CloseCombatRequestMessage,C2S,18,3,,i16,2,
8112,aAD,CloseCombatMessage,S2C,17 (min),0,apt,i32,4,header:o
8112,aAD,CloseCombatMessage,S2C,17 (min),1,apu,i32,4,header:o
8112,aAD,CloseCombatMessage,S2C,17 (min),2,,i64,8,
8112,aAD,CloseCombatMessage,S2C,17 (min),3,,i8,1,
8112,aAD,CloseCombatMessage,S2C,17 (min),4,,i8,1,
8112,aAD,CloseCombatMessage,S2C,17 (min),5,,i32,4,
8112,aAD,CloseCombatMessage,S2C,17 (min),6,,i32,4,
8112,aAD,CloseCombatMessage,S2C,17 (min),7,,i16,2,
8120,amb_0,RunningEffectActionMessage,S2C,,0,apt,i32,4,header:o
8120,amb_0,RunningEffectActionMessage,S2C,,1,apu,i32,4,header:o
8120,amb_0,RunningEffectActionMessage,S2C,,2,,i8,1,
8120,amb_0,RunningEffectActionMessage,S2C,,3,,i8,1,
8120,amb_0,RunningEffectActionMessage,S2C,,4,,i32,4,
8120,amb_0,RunningEffectActionMessage,S2C,,5,,i32,4,
8120,amb_0,RunningEffectActionMessage,S2C,,6,,i16,2,
8121,rq_2,,S2C,,0,,i32,4,
8121,rq_2,,S2C,,1,,i16,2,
8122,zq_1,,S2C,,0,,i64,8,
8122,zq_1,,S2C,,1,,i64,8,
8151,as_1,GiveUpFightRequestMessage,C2S,,,(no fields / empty),,,
8200,ayj_0,FightActionSequenceExecute,S2C,,,(no fields / empty),,,
8250,wc_2,,S2C,,0,,i64,8,
8250,wc_2,,S2C,,1,,i8,1,
8300,YP,EndFightMessage,S2C,9 (min),0,apt,i32,4,header:o
8300,YP,EndFightMessage,S2C,9 (min),1,apu,i32,4,header:o
8300,YP,EndFightMessage,S2C,9 (min),2,,i8,1,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),3,,i16,2,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),4,,i32,4,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),5,,i64,8,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),6,,i32,4,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),7,,i32,4,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),8,,i64,8,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),9,,i32,4,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),10,,i8,1,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),11,,i64,8,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),12,,i16,2,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),13,,i16,2,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),14,,i8,1,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),15,,i64,8,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),16,,i16,2,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),17,,i16,2,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),18,,i16,2,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),19,,i16,2,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),20,,i8,1,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),21,,i64,8,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),22,,i16,2,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),23,,i8,1,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),24,,i8,1,"contains loop/collection - variable-length, verify source"
8300,YP,EndFightMessage,S2C,9 (min),25,,i32,4,"contains loop/collection - variable-length, verify source"
8400,aBZ,,S2C,,,(no fields / empty),,,
15000,ajs_0,,C2S,,,(no fields / empty),,,
15001,ayV,,S2C,,0,,i16,2,"contains loop/collection - variable-length, verify source"
15003,Eh,,S2C,,0,,i64,8,
15004,ads_0,,C2S,1 + this.dxo.length * 8,0,,i8/bytes,0,"contains loop/collection - variable-length, verify source"
15004,ads_0,,C2S,1 + this.dxo.length * 8,1,,i64,8,"contains loop/collection - variable-length, verify source"
15005,wt_2,,S2C,,0,,i8,1,
15006,akk_1,,C2S,9,0,,i64,8,
15007,cb,,S2C,,0,,i64,8,"contains loop/collection - variable-length, verify source"
15007,cb,,S2C,,1,,i64,8,"contains loop/collection - variable-length, verify source"
15007,cb,,S2C,,2,,i8,1,"contains loop/collection - variable-length, verify source"
15506,rr_1,,C2S,1 + byArray.length,0,,i8/bytes,0,
15506,rr_1,,C2S,1 + byArray.length,1,,i8/bytes,0,
15507,afj_2,,S2C,,0,,i64,8,
17002,yq_1,,C2S,,,(no fields / empty),,,
17003,awa_0,,S2C,,0,,i16,2,"contains loop/collection - variable-length, verify source"
17003,awa_0,,S2C,,1,,i32,4,"contains loop/collection - variable-length, verify source"
17004,fu_2,,C2S,8,0,,i64,8,
17005,aef_1,,S2C,,0,,i32,4,
17006,agh_2,,C2S,8 + this.dzD.nj(,0,,i64,8,
17006,agh_2,,C2S,8 + this.dzD.nj(,1,,i8/bytes,0,
17008,ald_2,,C2S,1 + n2,0,,i8/bytes,0,"contains loop/collection - variable-length, verify source"
17008,ald_2,,C2S,1 + n2,1,,i8/bytes,0,"contains loop/collection - variable-length, verify source"
17008,ald_2,,C2S,1 + n2,2,,i8/bytes,0,"contains loop/collection - variable-length, verify source"
17010,aFu,,C2S,6 + this.dHa.length * 4 + 8 + 8 + 8 + 1 + this.dHe.size(,0,,i32,4,"contains loop/collection - variable-length, verify source"
17010,aFu,,C2S,6 + this.dHa.length * 4 + 8 + 8 + 8 + 1 + this.dHe.size(,1,,i16,2,"contains loop/collection - variable-length, verify source"
17010,aFu,,C2S,6 + this.dHa.length * 4 + 8 + 8 + 8 + 1 + this.dHe.size(,2,,i32,4,"contains loop/collection - variable-length, verify source"
17010,aFu,,C2S,6 + this.dHa.length * 4 + 8 + 8 + 8 + 1 + this.dHe.size(,3,,i64,8,"contains loop/collection - variable-length, verify source"
17010,aFu,,C2S,6 + this.dHa.length * 4 + 8 + 8 + 8 + 1 + this.dHe.size(,4,,i64,8,"contains loop/collection - variable-length, verify source"
17010,aFu,,C2S,6 + this.dHa.length * 4 + 8 + 8 + 8 + 1 + this.dHe.size(,5,,i64,8,"contains loop/collection - variable-length, verify source"
17010,aFu,,C2S,6 + this.dHa.length * 4 + 8 + 8 + 8 + 1 + this.dHe.size(,6,,i8/bytes,0,"contains loop/collection - variable-length, verify source"
17010,aFu,,C2S,6 + this.dHa.length * 4 + 8 + 8 + 8 + 1 + this.dHe.size(,7,,i64,8,"contains loop/collection - variable-length, verify source"
17010,aFu,,C2S,6 + this.dHa.length * 4 + 8 + 8 + 8 + 1 + this.dHe.size(,8,,i8/bytes,0,"contains loop/collection - variable-length, verify source"
17010,aFu,,C2S,6 + this.dHa.length * 4 + 8 + 8 + 8 + 1 + this.dHe.size(,9,,i8/bytes,0,"contains loop/collection - variable-length, verify source"
17010,aFu,,C2S,6 + this.dHa.length * 4 + 8 + 8 + 8 + 1 + this.dHe.size(,10,,i16,2,"contains loop/collection - variable-length, verify source"
17010,aFu,,C2S,6 + this.dHa.length * 4 + 8 + 8 + 8 + 1 + this.dHe.size(,11,,i8/bytes,0,"contains loop/collection - variable-length, verify source"
17010,aFu,,C2S,6 + this.dHa.length * 4 + 8 + 8 + 8 + 1 + this.dHe.size(,12,,i8/bytes,0,"contains loop/collection - variable-length, verify source"
17010,aFu,,C2S,6 + this.dHa.length * 4 + 8 + 8 + 8 + 1 + this.dHe.size(,13,,i64,8,"contains loop/collection - variable-length, verify source"
17010,aFu,,C2S,6 + this.dHa.length * 4 + 8 + 8 + 8 + 1 + this.dHe.size(,14,,i32,4,"contains loop/collection - variable-length, verify source"
17010,aFu,,C2S,6 + this.dHa.length * 4 + 8 + 8 + 8 + 1 + this.dHe.size(,15,,i8/bytes,0,"contains loop/collection - variable-length, verify source"
17010,aFu,,C2S,6 + this.dHa.length * 4 + 8 + 8 + 8 + 1 + this.dHe.size(,16,,i32,4,"contains loop/collection - variable-length, verify source"
22000,ade_0,,S2C,,0,,i16,2,
22001,anp_0,,C2S,,,(no fields / empty),,,
22002,ls_0,,S2C,,0,,i32,4,"contains loop/collection - variable-length, verify source"
22002,ls_0,,S2C,,1,,i16,2,"contains loop/collection - variable-length, verify source"
22002,ls_0,,S2C,,2,,i16,2,"contains loop/collection - variable-length, verify source"
22003,nq,,C2S,5,0,,i16,2,
22003,nq,,C2S,5,1,,i8/bytes,0,
22003,nq,,C2S,5,2,,i16,2,
22004,axH,,C2S,8,0,,i64,8,
22092,axA,,S2C,,0,,i64,8,
22092,axA,,S2C,,1,,i16,2,
22093,Tx,,C2S,4,0,,i32,4,
22094,la_1,,S2C,,0,,i32,4,
22094,la_1,,S2C,,1,,i32,4,
22094,la_1,,S2C,,2,,i32,4,
22094,la_1,,S2C,,3,,i32,4,
22094,la_1,,S2C,,4,,i64,8,
22095,axf_0,,C2S,20,0,,i32,4,
22095,axf_0,,C2S,20,1,,i32,4,
22095,axf_0,,C2S,20,2,,i32,4,
22095,axf_0,,C2S,20,3,,i64,8,
22097,OB,,C2S,4,0,,i32,4,
22099,bw,,C2S,12,0,,i64,8,
22099,bw,,C2S,12,1,,i32,4,
23000,Jc,,C2S,9,0,,i64,8,
23000,Jc,,C2S,9,1,,i8/bytes,0,
23001,abn_0,,C2S,n2,0,,i64,8,
23001,abn_0,,C2S,n2,1,,i16,2,
23002,wf_2,,S2C,,0,,i8,1,
23003,ajw_0,,C2S,n2,0,,i64,8,
23003,ajw_0,,C2S,n2,1,,i16,2,
23004,amh_0,,S2C,,0,,i16,2,
23004,amh_0,,S2C,,1,,i8,1,
23006,azl_0,,S2C,,,(no fields / empty),,,
23008,KL,,S2C,,0,,i8,1,
23009,aow_2,,C2S,16,0,,i64,8,
23009,aow_2,,C2S,16,1,,i32,4,
23009,aow_2,,C2S,16,2,,i32,4,
23101,bm_1,,C2S,n2,0,,i64,8,
23101,bm_1,,C2S,n2,1,,i16,2,
23102,ada_1,,S2C,,0,,i8,1,
23103,atj_0,,C2S,n2,0,,i64,8,
23103,atj_0,,C2S,n2,1,,i16,2,
23104,aLi,,S2C,,0,,i16,2,
23104,aLi,,S2C,,1,,i8,1,
23106,ads_2,,S2C,,,(no fields / empty),,,
23108,M,,S2C,,0,,i8,1,
23110,tb_2,,S2C,,0,,i64,8,"contains loop/collection - variable-length, verify source"
23110,tb_2,,S2C,,1,,i32,4,"contains loop/collection - variable-length, verify source"
23110,tb_2,,S2C,,2,,i32,4,"contains loop/collection - variable-length, verify source"
23110,tb_2,,S2C,,3,,i64,8,"contains loop/collection - variable-length, verify source"
23110,tb_2,,S2C,,4,,i16,2,"contains loop/collection - variable-length, verify source"
23110,tb_2,,S2C,,5,,i16,2,"contains loop/collection - variable-length, verify source"
23110,tb_2,,S2C,,6,,i32,4,"contains loop/collection - variable-length, verify source"
23110,tb_2,,S2C,,7,,i64,8,"contains loop/collection - variable-length, verify source"
23112,aku_1,,S2C,,0,,i8,1,
23114,acz_2,,C2S,n3,0,,i64,8,"contains loop/collection - variable-length, verify source"
23114,acz_2,,C2S,n3,1,,i64,8,"contains loop/collection - variable-length, verify source"
23114,acz_2,,C2S,n3,2,,i16,2,"contains loop/collection - variable-length, verify source"
23114,acz_2,,C2S,n3,3,,i16,2,"contains loop/collection - variable-length, verify source"
23114,acz_2,,C2S,n3,4,,i32,4,"contains loop/collection - variable-length, verify source"
